SubmissionDate,form_entry,village_name,other_village_name,visit_number,study_site,new_site,site_use,habitat_type,intensity,site_images-images_note,site_images-image_1,site_images-image_2,site_images-image_3,site_images-image_4,site_images-image_5,non_village-crop_type_new_site,non_village-number_of_traps,non_village-consecutive_traps,non_village-starting_number,non_village-highest,non_village-ending_number,non_village-trap_count,within_houses-number_of_houses,within_houses-consecutive_traps,within_houses-house_count,meta-instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits
2021-07-13T11:27:53.747Z,2021-07-13T09:40:38.876Z,seilama,,3,4,no,Forest,forested,minimal,,1626169340852.jpg,,,,,Coffee and Cocoa,49,,197,245,243,49,,,,uuid:78e1e027-0851-4c47-8077-ccb8e0e2f049,uuid:78e1e027-0851-4c47-8077-ccb8e0e2f049,163,Field rodent data,3,3,,,collect:FFBEeVTP7OHZ2BQt
2021-07-09T17:05:36.202Z,2021-07-09T15:28:06.830Z,lalehun,,3,2,no,Agricultural purpose,proximal_agriculture,light,,1625844746496.jpg,,,,,"Banana, Cocoa and Rice",49,,148,196,196,49,,,,uuid:e0bb31af-bb65-4dd9-9d98-9362f4938665,uuid:e0bb31af-bb65-4dd9-9d98-9362f4938665,163,Field rodent data,3,3,,,collect:FFBEeVTP7OHZ2BQt
2021-07-09T15:35:39.396Z,2021-07-09T12:20:27.081Z,lalehun,,3,4,no,Fallow land (Forest),forested,minimal,,1625833440150.jpg,1625833458246.jpg,1625833583234.jpg,1625833508021.jpg,1625833535186.jpg,Not applicable,49,,246,294,295,49,,,,uuid:27156cf2-566e-4a51-a3d1-d9e9eaedd229,uuid:27156cf2-566e-4a51-a3d1-d9e9eaedd229,163,Field rodent data,7,7,,,collect:FFBEeVTP7OHZ2BQt
2021-07-09T15:34:46.817Z,2021-07-09T09:39:19.888Z,lalehun,,3,5,no,Agriculture,distal_agriculture,light,,1625823737100.jpg,1625823769291.jpg,1625823788285.jpg,1625823807169.jpg,1625823819077.jpg,Cassava,49,,197,245,245,49,,,,uuid:41c21c5b-6b94-4789-a62b-a9d72339a912,uuid:41c21c5b-6b94-4789-a62b-a9d72339a912,163,Field rodent data,8,8,,,collect:FFBEeVTP7OHZ2BQt
2021-07-03T18:34:56.762Z,2021-07-03T17:39:23.186Z,baiama,,1,4,yes,Banana plantation,distal_agriculture,light,,1625333997803.jpg,1625334007329.jpg,,,,Banana,49,,148,196,196,49,,,,uuid:39765914-eb73-4a67-98e7-e2c704b24e56,uuid:39765914-eb73-4a67-98e7-e2c704b24e56,182,All forms,3,3,,,collect:hqlSInnPS9NujNY5
2021-07-03T18:21:36.051Z,2021-07-03T16:38:38.819Z,baiama,,1,3,yes,Old village,village_outside,intense,,1625330350814.jpg,1625330360638.jpg,1625330369642.jpg,,,None,49,,99,147,148,49,,,,uuid:4b3738fd-e6d1-4d55-bc77-fa52074287b8,uuid:4b3738fd-e6d1-4d55-bc77-fa52074287b8,182,All forms,4,4,,,collect:hqlSInnPS9NujNY5
2021-07-03T18:12:19.674Z,2021-07-03T14:39:13.158Z,baiama,,1,2,yes,"Fallow, previously rice",fallow_land,intense,,1625323223839.jpg,1625323256143.jpg,1625323265247.jpg,,,None,49,,50,98,99,49,,,,uuid:9a81b76f-2a33-43d1-95c2-91ac4f954441,uuid:9a81b76f-2a33-43d1-95c2-91ac4f954441,182,All forms,4,4,,,collect:hqlSInnPS9NujNY5
2021-07-03T14:04:55.177Z,2021-07-03T13:25:24.583Z,baiama,,1,1,yes,Forest,forested,minimal,,1625318753474.jpg,1625318772536.jpg,1625318788866.jpg,,,None,49,,1,49,49,49,,,,uuid:01eaf4b4-3a29-480a-909f-6c6ed24f2cfd,uuid:01eaf4b4-3a29-480a-909f-6c6ed24f2cfd,182,All forms,4,4,,,collect:hqlSInnPS9NujNY5
2021-06-28T19:00:52.210Z,2021-06-28T18:06:28.941Z,other,Lambayama,1,4,yes,Ve,distal_agriculture,intense,,1624903717937.jpg,1624903728466.jpg,1624903740991.jpg,,,Cassava plant,49,,151,199,200,49,,,,uuid:36e81560-ca95-46ac-8198-17f4ba4058a6,uuid:36e81560-ca95-46ac-8198-17f4ba4058a6,163,Field rodent data,5,5,,,collect:j6qCQ6wLW4nMIOhX
2021-06-28T17:49:00.023Z,2021-06-28T17:09:53.251Z,other,Lambeyama,1,3,yes,"Fallow, previous teak forest",fallow_land,intense,,,,,,,None,49,,102,150,151,49,,,,uuid:82b1ef51-6058-4a75-a31c-0e7349f95975,uuid:82b1ef51-6058-4a75-a31c-0e7349f95975,182,All forms,1,1,,,collect:hqlSInnPS9NujNY5
2021-06-28T17:29:31.679Z,2021-06-28T15:46:23.030Z,other,Lambayama,1,2,yes,,fallow_land,intense,,1624895260304.jpg,1624895274269.jpg,,,,"
",49,,50,98,98,49,,,,uuid:459531db-0653-43fb-aba2-1fffe05c9afc,uuid:459531db-0653-43fb-aba2-1fffe05c9afc,163,Field rodent data,4,4,,,collect:j6qCQ6wLW4nMIOhX
2021-06-28T16:40:16.427Z,2021-06-28T15:34:37.742Z,other,Lambeyama,1,1,yes,Wet rice field,proximal_agriculture,intense,,,,,,,Rice,49,,1,49,49,49,,,,uuid:ef0e5e46-74e5-4d88-8fd3-5d1038b03cc3,uuid:ef0e5e46-74e5-4d88-8fd3-5d1038b03cc3,182,All forms,1,1,,,collect:hqlSInnPS9NujNY5
2021-06-24T08:47:03.714Z,2021-06-23T15:49:00.901Z,bambawo,,1,3,yes,Old quarry,fallow_land,intense,,,,,,,,,,,,,,,,,uuid:301ee287-2635-4ba4-96f3-cc80ceec85be,uuid:301ee287-2635-4ba4-96f3-cc80ceec85be,163,Field rodent data,1,1,,,collect:BP7tv5Tkv6GSLTlg
2021-06-23T18:51:01.870Z,2021-06-23T17:05:46.872Z,bambawo,,1,4,yes,Corn and Banana,proximal_agriculture,intense,,1624467973069.jpg,1624467983926.jpg,,,,,,,,,,,,,,uuid:2369f5bc-0ca2-41b4-b31f-218a9eddd7b2,uuid:2369f5bc-0ca2-41b4-b31f-218a9eddd7b2,182,All forms,3,3,,,collect:hqlSInnPS9NujNY5
2021-06-23T15:47:45.563Z,2021-06-23T15:04:29.651Z,bambawo,,1,2,yes,Farming,distal_agriculture,intense,,,,,,,,,,,,,,,,,uuid:361a7088-0803-455f-8850-5b369f2c0c83,uuid:361a7088-0803-455f-8850-5b369f2c0c83,163,Field rodent data,1,1,,,collect:BP7tv5Tkv6GSLTlg
2021-06-23T15:47:45.075Z,2021-06-23T11:23:33.326Z,bambawo,,1,1,yes,,distal_agriculture,intense,,1624456980891.jpg,,,,,,,,,,,,,,,uuid:5bedb731-5e12-49e2-8aef-fca6a1647690,uuid:5bedb731-5e12-49e2-8aef-fca6a1647690,163,Field rodent data,2,2,,hasIssues,collect:BP7tv5Tkv6GSLTlg
2021-06-23T15:47:40.356Z,2021-03-30T16:30:09.231+01:00,lalehun,,1,6,,,,,,1617118512869.jpg,,,,,,,,,,,,,,,uuid:357e352f-841b-4653-9667-7d8dfa1ae314,uuid:357e352f-841b-4653-9667-7d8dfa1ae314,163,Field rodent data,2,2,,rejected,collect:BP7tv5Tkv6GSLTlg
2021-06-23T13:23:07.614Z,2021-06-23T11:02:55.140Z,bambawo,,1,1,yes,,forested,minimal,,,,,,,,,,,,,,,,,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,uuid:8427d4ab-7c98-4df9-a922-60f24f06462c,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-06-22T16:59:40.653Z,2021-06-22T16:57:46.328Z,lalehun,,,3,yes,,village,intense,,,,,,,,,,,,,,,,,uuid:4161d048-299d-42b8-a758-480ba044cea9,uuid:4161d048-299d-42b8-a758-480ba044cea9,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-06-22T16:57:09.275Z,2021-06-22T16:54:15.717Z,other,Lambiyama,,1,yes,,,,,,,,,,,,,,,,,,,,uuid:3db1d7ec-ca8c-407c-900a-b7d4e48c3d3f,uuid:3db1d7ec-ca8c-407c-900a-b7d4e48c3d3f,163,Field rodent data,1,1,,,collect:j6qCQ6wLW4nMIOhX
2021-03-30T16:19:20.027Z,2021-03-30T17:12:48.278+01:00,lalehun,,1,5,no,Farming,distal_agriculture,light,,1617120863202.jpg,,,,,,,,,,,,,,,uuid:a88b065f-bf90-4ca6-a5ff-b83512774cd8,uuid:a88b065f-bf90-4ca6-a5ff-b83512774cd8,163,Field rodent data,2,2,,,collect:VqHRRzfHJxJXUzlo
2021-03-30T16:02:36.128Z,2021-03-30T16:51:21.128+01:00,lalehun,,1,6,no,Farming,village,minimal,,1617119563190.jpg,,,,,,,,,,,,,,,uuid:baae3f5a-7e17-4a6b-869e-e1b3d3e59535,uuid:baae3f5a-7e17-4a6b-869e-e1b3d3e59535,163,Field rodent data,2,2,,,collect:VqHRRzfHJxJXUzlo
2021-03-30T16:01:40.969Z,2021-03-30T16:30:10.858+01:00,lalehun,,1,6,,,,,,,,,,,,,,,,,,,,,uuid:99929980-5bf2-4852-a748-29aad213ca5d,uuid:99929980-5bf2-4852-a748-29aad213ca5d,163,Field rodent data,1,1,,,collect:VqHRRzfHJxJXUzlo
2021-03-30T16:00:28.042Z,2021-03-30T16:50:05.674+01:00,lalehun,,,,,,,,,,,,,,,,,,,,,,,,uuid:57634b68-e6b0-4fbf-acce-0a190134b8c0,uuid:57634b68-e6b0-4fbf-acce-0a190134b8c0,163,Field rodent data,1,1,,,collect:VqHRRzfHJxJXUzlo
2021-03-30T16:00:20.762Z,2021-03-30T16:43:22.990+01:00,lalehun,,,1,no,,,,,,,,,,,,,,,,,,,,uuid:fdee86a1-60e2-452d-93e9-5eea899f6bda,uuid:fdee86a1-60e2-452d-93e9-5eea899f6bda,182,All forms,1,1,,,collect:hqlSInnPS9NujNY5
2021-03-30T15:53:19.537Z,2021-03-30T16:49:52.805+01:00,lalehun,,1,1,no,"
",village,minimal,,,,,,,,,,,,,,,,,uuid:96ba17dc-9d66-4432-bb78-cd84cfc514f1,uuid:96ba17dc-9d66-4432-bb78-cd84cfc514f1,182,All forms,1,1,,,collect:hqlSInnPS9NujNY5
